interseccion,año,mes,dia,dia_semana,hora,hechos_viales
ALFONSO REYES CON PRIV. ESCOBEDO,2018,4,7,Sábado,16,1
ALFONSO REYES CON PRIV. J.I. RAMON,2018,5,19,Sábado,20,1
ALFONSO REYES CON PRIV. LA HERRADURA,2015,3,19,Jueves,20,1
ALFONSO REYES CON PRIV. LA HERRADURA,2016,3,10,Jueves,10,1
ALFONSO REYES CON PRIV. LA HERRADURA,2016,5,7,Sábado,16,1
ALFONSO REYES CON PRIV. LA HERRADURA,2016,10,3,Lunes,13,1
ALFONSO REYES CON PRIV. LA HERRADURA,2016,12,13,Martes,0,1
ALFONSO REYES CON PRIV. LA HERRADURA,2017,1,24,Martes,8,1
ALFONSO REYES CON PRIV. LA HERRADURA,2019,5,13,Lunes,9,1
ALFONSO REYES CON PRIV. LA HERRADURA,2019,5,14,Martes,15,1
ALFONSO REYES CON PRIV. LA HERRADURA,2020,7,10,Viernes,1,1
ALFONSO REYES CON PRIV. MARGARITA,2016,11,12,Sábado,1,1
ALFONSO REYES CON PRIV. RIO AKUMAL,2015,8,24,Lunes,2,1
ALFONSO REYES CON PRIVADA 1,2017,3,6,Lunes,2,1
ALFONSO REYES CON PRIVADA 1,2017,4,24,Lunes,7,1
ALFONSO REYES CON PRIVADA CAPELLANIA,2015,4,27,Lunes,7,1
ALFONSO REYES CON PRIVADA CENTENARIO,2015,3,4,Miércoles,7,1
ALFONSO REYES CON PRIVADA CENTENARIO,2015,7,28,Martes,7,1
ALFONSO REYES CON PRIVADA CENTENARIO,2016,4,4,Lunes,7,1
ALFONSO REYES CON PRIVADA CENTENARIO,2017,9,29,Viernes,7,1
ALFONSO REYES CON PRIVADA CENTENARIO,2018,4,13,Viernes,7,1
ALFONSO REYES CON PRIVADA CENTENARIO,2019,3,23,Sábado,7,1
ALFONSO REYES CON PRIVADA CENTENARIO,2019,11,16,Sábado,7,1
ALFONSO REYES CON PRIVADA CENTENARIO,2020,7,3,Viernes,7,1
ALFONSO REYES CON PROL. MONTE FALCO,2017,6,6,Martes,8,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,1,6,Martes,11,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,1,6,Martes,15,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,1,13,Martes,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,1,24,Sábado,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,1,26,Lunes,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,1,27,Martes,7,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,1,27,Martes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,1,29,Jueves,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,1,30,Viernes,10,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,2,5,Jueves,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,2,12,Jueves,12,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,2,20,Viernes,11,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,2,21,Sábado,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,2,23,Lunes,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,2,23,Lunes,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,2,27,Viernes,22,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,3,2,Lunes,7,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,3,2,Lunes,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,3,6,Viernes,12,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,3,9,Lunes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,3,20,Viernes,9,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,3,24,Martes,19,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,4,6,Lunes,15,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,4,9,Jueves,8,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,4,10,Viernes,7,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,4,28,Martes,12,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,5,4,Lunes,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,5,7,Jueves,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,5,20,Miércoles,18,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,6,1,Lunes,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,6,2,Martes,18,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,6,10,Miércoles,8,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,6,10,Miércoles,10,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,6,12,Viernes,12,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,6,19,Viernes,9,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,6,19,Viernes,18,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,7,28,Martes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,7,31,Viernes,12,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,8,5,Miércoles,12,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,8,10,Lunes,19,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,8,27,Jueves,2,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,8,27,Jueves,7,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,8,27,Jueves,20,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,8,28,Viernes,11,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,8,31,Lunes,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,9,4,Viernes,7,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,9,7,Lunes,11,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,9,8,Martes,13,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,9,16,Miércoles,20,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,9,18,Viernes,13,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,9,22,Martes,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,9,29,Martes,15,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,10,5,Lunes,19,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,10,8,Jueves,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,10,14,Miércoles,11,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,10,22,Jueves,10,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,10,26,Lunes,8,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,10,29,Jueves,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,11,3,Martes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,11,10,Martes,10,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,11,23,Lunes,13,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,11,23,Lunes,15,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,11,30,Lunes,7,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,11,30,Lunes,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,12,5,Sábado,11,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,12,7,Lunes,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,12,12,Sábado,8,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,12,13,Domingo,9,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,12,15,Martes,7,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,12,17,Jueves,12,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,12,22,Martes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,12,22,Martes,18,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,12,22,Martes,22,1
ALFONSO REYES CON REAL SAN AGUSTIN,2015,12,28,Lunes,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,1,8,Viernes,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,1,11,Lunes,7,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,1,19,Martes,11,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,1,19,Martes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,1,28,Jueves,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,2,9,Martes,11,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,2,15,Lunes,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,2,20,Sábado,7,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,2,23,Martes,7,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,2,24,Miércoles,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,2,26,Viernes,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,2,29,Lunes,11,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,3,4,Viernes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,3,5,Sábado,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,3,8,Martes,11,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,3,17,Jueves,7,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,3,18,Viernes,12,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,4,5,Martes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,4,6,Miércoles,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,4,9,Sábado,20,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,4,17,Domingo,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,4,19,Martes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,4,26,Martes,16,2
ALFONSO REYES CON REAL SAN AGUSTIN,2016,4,28,Jueves,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,5,3,Martes,8,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,5,6,Viernes,11,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,5,8,Domingo,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,5,19,Jueves,12,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,5,19,Jueves,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,5,26,Jueves,11,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,6,9,Jueves,7,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,6,13,Lunes,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,6,13,Lunes,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,7,5,Martes,9,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,7,12,Martes,18,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,7,13,Miércoles,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,7,15,Viernes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,7,19,Martes,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,7,25,Lunes,10,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,7,25,Lunes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,8,1,Lunes,7,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,8,2,Martes,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,8,6,Sábado,2,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,8,8,Lunes,13,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,8,25,Jueves,13,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,9,3,Sábado,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,9,7,Miércoles,7,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,9,15,Jueves,18,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,10,5,Miércoles,11,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,10,6,Jueves,12,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,10,6,Jueves,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,10,6,Jueves,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,10,12,Miércoles,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,10,18,Martes,19,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,10,19,Miércoles,18,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,10,21,Viernes,8,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,10,27,Jueves,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,10,28,Viernes,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,10,30,Domingo,1,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,11,1,Martes,18,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,11,3,Jueves,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,11,7,Lunes,2,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,11,7,Lunes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,11,8,Martes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,11,8,Martes,23,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,11,12,Sábado,20,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,12,1,Jueves,7,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,12,1,Jueves,18,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,12,6,Martes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,12,7,Miércoles,11,1
ALFONSO REYES CON REAL SAN AGUSTIN,2016,12,20,Martes,11,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,1,2,Lunes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,1,11,Miércoles,15,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,1,12,Jueves,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,1,17,Martes,18,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,1,31,Martes,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,2,9,Jueves,15,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,2,9,Jueves,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,2,14,Martes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,2,16,Jueves,13,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,2,24,Viernes,12,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,2,25,Sábado,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,2,28,Martes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,3,8,Miércoles,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,3,13,Lunes,13,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,3,21,Martes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,3,22,Miércoles,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,3,24,Viernes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,3,28,Martes,8,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,4,1,Sábado,9,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,4,4,Martes,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,4,6,Jueves,19,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,4,18,Martes,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,4,20,Jueves,9,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,4,21,Viernes,4,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,4,24,Lunes,9,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,4,28,Viernes,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,5,4,Jueves,15,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,5,4,Jueves,19,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,5,8,Lunes,9,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,5,8,Lunes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,5,9,Martes,8,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,5,9,Martes,13,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,5,17,Miércoles,8,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,5,19,Viernes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,5,24,Miércoles,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,5,29,Lunes,13,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,6,7,Miércoles,18,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,6,15,Jueves,10,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,6,16,Viernes,11,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,6,16,Viernes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,6,23,Viernes,18,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,6,28,Miércoles,18,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,6,29,Jueves,11,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,7,5,Miércoles,19,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,7,7,Viernes,15,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,7,12,Miércoles,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,7,12,Miércoles,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,7,31,Lunes,12,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,8,9,Miércoles,8,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,8,11,Viernes,3,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,8,15,Martes,12,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,8,18,Viernes,11,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,8,22,Martes,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,8,23,Miércoles,8,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,8,23,Miércoles,12,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,9,1,Viernes,7,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,9,3,Domingo,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,9,13,Miércoles,9,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,9,13,Miércoles,19,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,9,14,Jueves,9,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,9,14,Jueves,18,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,9,20,Miércoles,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,9,27,Miércoles,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,9,29,Viernes,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,10,4,Miércoles,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,10,13,Viernes,16,2
ALFONSO REYES CON REAL SAN AGUSTIN,2017,10,13,Viernes,20,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,10,16,Lunes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,10,25,Miércoles,20,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,10,26,Jueves,15,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,10,27,Viernes,9,2
ALFONSO REYES CON REAL SAN AGUSTIN,2017,10,31,Martes,9,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,10,31,Martes,19,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,11,1,Miércoles,13,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,11,1,Miércoles,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,11,10,Viernes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,11,13,Lunes,8,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,11,15,Miércoles,7,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,11,22,Miércoles,15,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,11,23,Jueves,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,11,27,Lunes,19,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,11,29,Miércoles,8,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,11,29,Miércoles,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,11,30,Jueves,7,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,12,5,Martes,13,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,12,8,Viernes,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,12,16,Sábado,18,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,12,18,Lunes,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,12,21,Jueves,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2017,12,22,Viernes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,1,4,Jueves,19,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,1,12,Viernes,7,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,1,12,Viernes,12,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,1,22,Lunes,7,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,1,22,Lunes,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,1,29,Lunes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,1,31,Miércoles,18,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,2,6,Martes,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,2,7,Miércoles,13,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,2,16,Viernes,15,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,2,17,Sábado,11,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,2,24,Sábado,15,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,3,3,Sábado,15,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,3,5,Lunes,19,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,3,12,Lunes,15,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,3,13,Martes,19,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,3,15,Jueves,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,3,21,Miércoles,13,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,4,3,Martes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,4,6,Viernes,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,4,12,Jueves,7,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,4,16,Lunes,3,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,4,17,Martes,13,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,4,17,Martes,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,4,20,Viernes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,4,21,Sábado,15,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,5,8,Martes,7,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,5,20,Domingo,15,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,5,23,Miércoles,8,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,5,25,Viernes,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,5,28,Lunes,22,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,6,15,Viernes,13,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,6,21,Jueves,19,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,7,6,Viernes,11,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,7,6,Viernes,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,7,23,Lunes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,8,1,Miércoles,18,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,8,14,Martes,10,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,8,19,Domingo,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,8,20,Lunes,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,8,22,Miércoles,15,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,8,22,Miércoles,18,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,9,15,Sábado,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,9,26,Miércoles,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,10,9,Martes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,10,11,Jueves,8,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,10,11,Jueves,13,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,10,12,Viernes,11,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,10,13,Sábado,18,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,10,18,Jueves,16,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,10,23,Martes,19,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,10,31,Miércoles,18,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,11,7,Miércoles,8,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,11,10,Sábado,15,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,11,12,Lunes,15,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,11,14,Miércoles,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,11,21,Miércoles,15,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,11,22,Jueves,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,11,23,Viernes,22,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,12,6,Jueves,15,2
ALFONSO REYES CON REAL SAN AGUSTIN,2018,12,14,Viernes,9,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,12,14,Viernes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2018,12,19,Miércoles,13,1
ALFONSO REYES CON REAL SAN AGUSTIN,2019,1,14,Lunes,22,1
ALFONSO REYES CON REAL SAN AGUSTIN,2019,1,15,Martes,9,1
ALFONSO REYES CON REAL SAN AGUSTIN,2019,1,17,Jueves,17,1
ALFONSO REYES CON REAL SAN AGUSTIN,2019,1,25,Viernes,7,1
ALFONSO REYES CON REAL SAN AGUSTIN,2019,2,1,Viernes,14,1
ALFONSO REYES CON REAL SAN AGUSTIN,2019,2,11,Lunes,15,1
ALFONSO REYES CON REAL SAN AGUSTIN,2019,2,12,Martes,18,1
