22/06/2021,Tuesday,21,358,6,12,5,121,5,225,7,12,28,106,50,3797,50,3585,67,160,68,41,66,11,50,97,55,12,117,208,0,1,2,0,0,0,0,0,4,10,0,0,44,0,0,0,1,0,0,0,10,4,104,1,0,0,1,0,0,0,1,3,98,3,0,0,0,0,0,5,1,48,182,14,3,5,21,0,0,2,0,38,569,26,13,6,51,0,0,0,0,8,948,45,13,0,22,0,0,0,0,4,893,37,7,0,1,0,0,0,0,0,498,30,0,0,0,0,0,0,0,0,180,4,5,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/06/2021,Tuesday,22,164,4,0,0,57,5,107,6,7,36,37,50,2487,48,2369,67,89,63,19,69,10,41,62,55,0,56,102,1,1,8,0,0,0,0,0,1,3,0,2,32,0,0,0,0,0,0,0,0,0,70,0,0,2,1,0,0,0,2,0,94,10,0,5,6,0,0,2,4,11,134,15,5,1,13,0,0,0,0,18,318,9,0,0,21,0,0,0,0,4,599,23,1,1,15,0,0,0,0,1,600,22,9,1,6,0,0,0,0,0,329,5,4,0,0,0,0,0,0,0,138,5,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/06/2021,Tuesday,23,25,3,0,0,5,5,20,5,0,0,2,15,182,24,177,67,5,55,0,0,0,0,1,45,0,5,20,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2021,Wednesday,5,25,3,0,0,0,0,25,10,5,29,0,0,142,16,134,38,8,40,0,0,0,0,20,45,0,0,17,1,0,16,0,0,0,0,0,0,4,0,0,25,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,4,0,12,4,0,0,4,0,0,0,0,0,13,4,0,0,12,0,0,0,0,0,37,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2021,Wednesday,6,0,0,0,0,0,0,0,0,0,0,0,0,8,21,7,59,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2021,Wednesday,7,147,4,0,0,17,5,130,8,0,0,6,42,1370,39,1200,54,104,59,12,46,54,36,182,40,0,17,99,0,0,2,0,0,1,2,0,0,28,0,0,33,0,0,12,16,0,0,0,0,0,32,0,0,5,17,0,0,0,0,2,87,7,2,10,35,0,0,2,0,4,225,14,7,20,80,0,0,1,0,0,443,37,3,5,29,0,0,0,0,0,286,22,0,0,1,0,0,0,0,0,75,24,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2021,Wednesday,8,180,4,0,0,33,7,147,7,6,8,4,45,3681,42,3345,60,232,58,34,52,70,42,135,50,0,32,123,4,0,8,0,0,3,1,0,0,23,2,0,58,8,0,6,1,0,0,0,0,0,99,12,0,13,10,0,0,0,0,0,102,3,0,4,8,0,0,0,0,4,387,18,13,20,41,0,1,1,0,0,828,81,17,16,49,0,0,0,0,0,1069,62,4,4,22,0,0,0,0,0,564,40,0,4,3,0,0,0,0,0,175,8,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2021,Wednesday,9,159,7,1,5,20,8,138,9,10,19,7,45,4795,49,4312,67,355,63,67,64,61,53,64,56,1,15,91,1,0,4,0,0,0,0,0,5,43,4,0,2,4,0,0,0,0,0,4,5,0,67,11,1,9,0,0,0,0,0,0,125,6,4,3,0,0,0,0,0,7,175,40,4,17,14,0,0,0,0,0,736,68,10,5,31,0,0,0,0,0,1394,106,26,18,17,0,0,0,0,0,1219,92,18,9,2,0,0,0,0,0,471,16,4,0,0,0,0,0,0,0,107,12,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2021,Wednesday,10,41,5,0,0,6,5,35,11,3,25,11,50,4082,50,3554,69,351,60,97,62,80,57,134,56,0,6,18,0,0,5,0,0,0,0,0,0,12,0,0,5,4,3,4,1,0,0,5,3,0,54,12,2,4,5,0,0,0,0,3,75,23,5,4,4,0,0,0,0,0,208,57,12,14,15,0,0,0,0,8,578,72,19,21,58,0,0,0,0,0,847,91,24,9,41,0,0,0,0,0,894,60,20,17,10,0,0,0,0,0,581,19,8,7,0,0,0,0,0,0,228,9,4,0,0,0,0,0,0,0,66,2,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2021,Wednesday,11,69,6,5,5,6,5,58,8,2,5,13,40,2958,51,2536,70,323,60,55,62,44,63,58,55,5,6,44,2,0,0,0,1,0,0,0,0,12,0,0,14,7,0,0,1,0,0,2,0,0,35,12,1,0,0,0,0,0,0,7,74,22,2,1,1,0,0,0,0,5,109,44,5,5,15,0,0,0,0,1,385,58,16,10,20,0,0,0,0,0,635,83,12,18,21,0,0,0,0,0,632,69,12,7,0,0,0,0,0,0,415,20,3,3,0,0,0,0,0,0,188,6,3,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2021,Wednesday,12,100,5,0,0,19,7,81,7,1,15,44,50,4530,49,3984,70,366,60,84,58,96,56,74,56,0,15,65,0,0,1,3,0,0,0,0,4,16,1,1,35,1,0,0,0,0,0,0,0,8,69,13,7,2,0,0,0,0,0,6,68,14,5,13,0,0,0,0,0,6,204,47,16,11,14,0,0,0,0,6,561,89,21,41,40,0,0,0,0,12,1012,113,15,14,20,0,0,0,0,5,951,48,9,11,0,0,0,0,0,0,676,31,8,4,0,0,0,0,0,0,295,7,3,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2021,Wednesday,13,89,4,0,0,21,5,68,7,8,48,109,54,5387,57,4664,77,417,72,161,71,145,64,68,60,0,20,55,0,1,6,2,1,0,0,0,1,13,0,7,32,6,0,0,0,0,0,0,4,0,125,16,1,0,0,0,0,0,0,0,46,1,0,9,4,0,0,0,0,22,70,12,9,18,4,0,0,0,1,47,311,65,30,41,25,0,0,0,0,21,836,83,25,31,27,0,0,0,3,6,1263,84,52,16,8,0,0,0,0,5,1026,80,35,22,0,0,0,0,0,0,573,47,7,5,0,0,0,0,0,0,270,17,0,3,0,0,0,0,0,0,81,3,1,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2021,Wednesday,14,69,5,0,0,25,7,44,9,2,15,122,55,5027,53,4340,80,443,69,128,60,116,58,65,61,0,20,32,0,0,1,0,0,8,0,0,5,11,2,6,7,8,11,4,0,0,0,0,0,0,55,19,11,0,5,0,0,0,0,2,85,8,11,7,0,0,0,0,0,32,103,23,4,13,1,0,0,1,0,38,239,64,14,25,19,0,0,0,0,34,566,76,22,24,23,0,0,0,0,10,1009,112,33,14,16,0,0,0,0,0,1138,92,15,13,1,0,0,0,0,0,717,31,3,8,0,0,0,0,0,0,262,6,0,0,0,0,0,0,0,0,117,4,4,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2021,Wednesday,15,147,9,12,12,35,7,100,7,17,27,134,55,5489,54,4881,76,350,69,109,63,149,62,114,59,4,28,76,5,0,4,4,0,0,0,8,7,24,0,4,29,9,3,1,0,0,0,0,3,5,86,10,9,14,7,0,0,0,5,3,88,8,3,1,5,0,0,0,3,36,111,22,15,14,6,0,0,0,1,24,313,37,10,11,28,0,0,0,0,45,921,62,14,67,56,0,0,0,0,17,1253,89,34,27,12,0,0,0,0,0,1120,72,17,7,0,0,0,0,0,0,629,21,4,7,0,0,0,0,0,0,231,12,0,0,0,0,0,0,0,0,81,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2021,Wednesday,16,222,6,15,5,78,8,129,6,8,19,145,55,7408,52,6725,74,445,70,130,61,108,58,115,55,15,58,115,2,0,11,0,0,0,0,0,20,14,1,0,38,1,1,3,1,0,0,0,5,4,156,13,15,7,1,0,0,0,0,3,134,16,6,12,13,0,0,0,0,57,146,18,15,5,9,0,0,0,0,41,552,48,18,29,57,0,0,0,0,20,1192,89,32,26,24,0,0,0,0,11,1898,158,26,15,10,0,0,0,0,7,1569,65,7,11,0,0,0,0,0,2,731,37,5,0,0,0,0,0,0,0,213,0,5,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2021,Wednesday,17,124,5,0,0,46,6,78,8,13,20,125,44,7845,54,6957,76,603,68,161,70,124,57,119,62,0,41,58,8,1,6,0,0,1,0,0,5,15,0,4,51,11,0,11,4,0,0,5,0,0,70,24,1,18,4,0,0,0,0,40,129,10,1,4,1,0,0,0,5,38,88,11,11,5,8,0,0,0,0,37,375,82,12,14,18,0,0,0,0,5,1411,175,54,35,50,0,0,0,0,0,2216,177,51,13,26,0,0,0,0,0,1501,56,26,17,8,0,0,0,0,0,725,44,0,6,0,0,0,0,0,0,284,6,0,0,0,0,0,0,0,0,66,7,4,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2021,Wednesday,18,216,6,0,0,82,9,134,8,42,28,159,50,8520,54,7774,76,589,71,85,69,72,57,154,65,0,62,99,5,8,6,0,0,0,0,0,16,30,8,0,43,1,0,0,1,0,0,5,0,0,145,13,0,7,4,0,0,0,26,13,158,16,1,5,7,0,4,0,3,57,129,6,4,6,0,0,0,0,0,41,674,84,13,20,17,0,0,0,0,35,1534,179,32,24,73,0,0,0,0,5,1970,133,22,6,49,0,0,0,0,0,1612,105,8,4,3,0,0,0,0,0,901,29,4,0,0,0,0,0,0,0,433,13,1,0,0,0,0,0,0,0,116,9,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2021,Wednesday,19,287,7,7,8,94,6,186,6,37,51,145,58,8277,53,7609,74,552,66,87,72,29,54,171,55,5,88,165,1,3,5,0,1,0,0,2,3,20,0,4,46,12,0,2,11,0,0,0,0,5,96,32,0,1,15,0,3,1,16,13,114,19,0,0,4,0,0,0,1,26,248,28,6,9,13,0,0,0,9,26,788,87,19,10,44,0,0,0,0,33,1671,107,15,1,65,0,0,0,5,24,2040,140,13,1,7,0,0,0,5,1,1480,90,18,5,12,0,0,0,0,5,736,31,11,0,0,0,0,0,0,0,272,1,4,0,0,0,0,0,0,1,72,3,0,0,0,0,0,0,0,0,27,2,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2021,Wednesday,20,348,7,6,5,109,6,233,9,32,33,115,49,6610,51,6271,73,264,68,44,64,31,47,95,57,6,103,185,0,1,1,0,0,0,0,0,5,33,4,1,44,1,0,5,2,0,0,0,0,0,111,9,0,0,7,0,1,4,28,22,95,0,5,5,0,0,0,4,0,38,233,19,5,5,13,0,0,7,0,35,695,50,5,6,32,0,0,0,0,14,1167,70,7,10,31,0,0,0,0,4,1706,55,17,0,4,0,0,0,0,0,1300,38,5,0,6,0,0,0,0,0,644,13,0,0,0,0,0,0,0,0,190,9,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2021,Wednesday,21,358,6,12,5,121,5,225,7,12,28,106,50,3797,50,3585,67,160,68,41,66,11,50,97,55,12,117,208,0,1,2,0,0,0,0,0,4,10,0,0,44,0,0,0,1,0,0,0,10,4,104,1,0,0,1,0,0,0,1,3,98,3,0,0,0,0,0,5,1,48,182,14,3,5,21,0,0,2,0,38,569,26,13,6,51,0,0,0,0,8,948,45,13,0,22,0,0,0,0,4,893,37,7,0,1,0,0,0,0,0,498,30,0,0,0,0,0,0,0,0,180,4,5,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2021,Wednesday,22,164,4,0,0,57,5,107,6,7,36,37,50,2487,48,2369,67,89,63,19,69,10,41,62,55,0,56,102,1,1,8,0,0,0,0,0,1,3,0,2,32,0,0,0,0,0,0,0,0,0,70,0,0,2,1,0,0,0,2,0,94,10,0,5,6,0,0,2,4,11,134,15,5,1,13,0,0,0,0,18,318,9,0,0,21,0,0,0,0,4,599,23,1,1,15,0,0,0,0,1,600,22,9,1,6,0,0,0,0,0,329,5,4,0,0,0,0,0,0,0,138,5,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2021,Wednesday,23,25,3,0,0,5,5,20,5,0,0,2,15,182,24,177,67,5,55,0,0,0,0,1,45,0,5,20,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/06/2021,Thursday,5,24,7,0,0,4,5,20,15,16,25,0,0,176,19,172,40,4,55,0,0,0,0,24,45,0,4,12,0,0,8,0,0,0,0,0,0,4,0,0,28,0,0,0,0,0,0,0,16,0,12,0,0,0,0,0,0,0,0,0,36,0,0,0,8,0,0,4,0,0,32,0,0,0,8,0,0,0,0,0,36,4,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/06/2021,Thursday,6,188,7,0,0,35,8,153,11,41,30,37,41,741,50,645,60,68,62,16,65,12,62,56,50,0,27,113,0,0,0,0,0,0,0,0,4,4,6,2,19,0,0,0,0,0,4,16,12,3,34,0,4,0,0,0,0,20,19,12,32,4,0,0,8,0,0,0,4,12,55,6,0,4,24,0,0,0,0,8,132,24,0,0,16,0,0,0,0,0,216,18,0,4,4,0,0,0,0,0,89,8,8,4,4,0,0,0,0,0,59,4,4,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/06/2021,Thursday,7,370,4,0,0,32,6,338,7,144,30,64,43,2126,51,1911,71,147,63,36,63,32,58,137,53,0,28,301,2,8,10,4,4,0,0,0,4,23,8,0,14,0,0,0,0,0,0,10,54,0,51,4,0,4,5,0,0,4,72,8,22,8,0,0,4,0,0,0,8,20,66,8,0,0,31,0,0,0,0,28,190,8,8,12,69,0,0,0,0,0,422,61,12,12,26,0,0,0,0,0,570,48,0,4,2,0,0,0,0,0,382,6,12,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/06/2021,Thursday,8,167,9,5,13,39,7,123,7,53,32,72,46,3520,57,3009,76,396,69,60,73,55,67,118,56,1,31,95,4,0,4,0,0,0,0,4,8,28,4,0,22,8,0,0,5,0,0,0,12,8,61,16,0,0,3,0,0,0,27,14,53,5,0,4,4,0,0,0,2,26,68,14,4,2,7,0,0,0,2,16,175,35,4,6,51,0,0,0,0,6,509,99,19,16,35,0,0,0,2,0,859,131,17,23,13,0,0,0,0,2,737,60,10,4,0,0,0,0,0,0,397,14,2,0,0,0,0,0,0,0,98,14,4,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/06/2021,Thursday,9,76,6,4,5,25,7,47,6,29,37,41,47,2854,55,2468,77,289,72,42,69,55,59,64,60,4,19,40,2,2,0,0,0,2,0,0,6,7,0,4,5,0,2,2,0,0,0,0,8,0,33,5,0,3,3,0,0,0,8,2,26,6,0,4,0,0,0,0,6,10,34,12,2,4,1,0,0,0,1,15,131,21,1,8,15,0,0,0,4,8,367,84,15,16,45,0,0,0,0,0,807,80,16,9,0,0,0,0,0,0,686,51,3,4,0,0,0,0,0,0,276,26,3,1,0,0,0,0,0,0,85,2,0,2,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/06/2021,Thursday,10,42,6,4,5,14,6,24,6,8,35,30,52,2360,54,1965,79,254,70,77,71,64,53,71,60,4,12,22,0,0,0,0,0,2,0,0,2,2,0,0,2,2,0,2,1,0,0,0,0,0,37,7,2,5,1,0,0,0,8,2,34,9,4,6,5,0,0,0,0,10,40,9,4,5,0,0,0,0,0,14,88,20,6,14,19,0,0,0,0,4,280,79,18,21,38,0,0,0,0,0,514,62,14,8,7,0,0,0,0,0,540,51,24,1,0,0,0,0,0,0,278,9,5,0,0,0,0,0,0,0,115,2,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/06/2021,Thursday,11,34,4,0,0,6,5,28,8,10,23,22,44,2311,55,1977,77,210,68,56,69,68,60,36,64,0,6,20,4,0,2,2,0,0,0,0,0,8,0,4,6,0,0,2,0,0,0,0,0,0,24,8,0,0,0,0,0,0,6,0,17,12,2,3,2,0,0,0,0,8,31,10,0,7,0,0,0,0,0,10,135,27,10,24,4,0,0,0,0,0,344,44,22,18,25,0,0,0,0,0,521,48,10,7,5,0,0,0,0,0,536,46,10,5,0,0,0,0,0,0,290,11,2,0,0,0,0,0,0,0,49,2,0,2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/06/2021,Thursday,12,63,7,0,0,7,14,56,6,16,39,117,63,5111,54,4405,74,446,65,90,67,170,64,82,54,0,1,48,0,4,0,2,0,0,0,0,6,8,2,5,18,8,0,0,0,0,0,0,2,0,67,6,0,4,3,0,0,0,4,2,60,17,0,4,5,0,0,0,4,4,151,35,8,32,18,0,0,0,4,33,420,79,16,18,30,0,0,0,0,33,878,110,29,40,22,0,0,0,0,16,1201,118,25,58,4,0,0,0,0,16,912,43,10,14,0,0,0,0,0,0,488,24,2,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,4,33,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/06/2021,Thursday,13,96,5,0,0,36,7,60,8,7,24,133,52,5900,54,5074,76,545,68,130,69,151,57,75,58,0,28,43,2,2,9,0,3,4,0,0,8,17,1,8,29,21,0,0,0,0,0,0,0,0,99,18,4,12,7,0,0,0,4,3,111,15,0,15,4,0,0,0,0,50,87,17,5,14,0,0,0,0,0,29,393,85,17,35,23,0,0,0,0,29,952,111,28,38,32,0,0,0,0,9,1277,140,40,22,9,0,0,0,0,3,1157,90,21,7,0,0,0,0,0,0,637,24,11,0,0,0,0,0,0,0,223,13,1,0,0,0,0,0,0,0,78,5,0,4,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/06/2021,Thursday,14,67,7,4,5,13,5,50,12,23,38,254,47,5178,56,4477,80,416,69,137,68,148,61,70,63,4,13,40,0,3,0,1,0,0,0,0,0,3,4,11,25,7,1,0,0,0,0,0,0,4,73,22,3,4,0,0,0,0,12,20,56,14,9,9,1,0,0,4,2,121,79,7,3,12,9,0,0,3,1,59,236,40,25,33,9,0,0,0,4,36,575,74,29,59,37,0,0,0,0,0,1170,138,37,19,14,0,0,0,0,0,1112,79,15,8,0,0,0,0,0,0,662,22,11,4,0,0,0,0,0,0,316,12,2,0,0,0,0,0,0,0,122,0,2,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
