29/06/2021,Tuesday,5,32,6,0,0,4,5,28,12,4,45,8,40,208,29,184,51,12,55,0,0,12,38,40,50,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0,4,0,4,28,0,0,8,4,0,0,0,4,4,32,0,0,4,16,0,0,0,0,0,64,12,0,0,16,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/06/2021,Tuesday,6,241,6,0,0,29,5,212,14,61,33,31,51,792,47,700,65,76,57,4,45,12,68,64,60,0,29,139,0,0,0,0,0,0,0,0,0,8,4,0,19,4,0,0,0,0,0,16,12,4,30,4,0,0,0,0,0,44,37,0,40,4,0,0,0,0,0,5,8,8,37,11,4,0,5,0,0,0,0,11,109,13,0,0,34,0,0,0,0,8,161,24,0,8,17,0,0,0,0,0,175,12,0,4,4,0,0,0,0,0,80,4,0,0,4,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/06/2021,Tuesday,7,441,5,0,0,46,9,395,8,177,31,62,40,2136,50,1874,76,178,67,33,51,51,58,165,53,0,35,334,0,4,1,3,4,0,0,0,4,35,0,8,7,0,2,9,4,0,7,13,68,4,39,5,1,4,23,0,0,13,109,10,23,8,0,5,11,0,0,0,0,24,61,11,6,1,18,0,0,0,0,4,131,28,5,4,37,0,0,0,0,4,323,48,7,10,60,0,0,0,0,0,502,38,7,5,12,0,0,0,0,4,480,11,1,1,0,0,0,0,0,0,209,20,0,10,0,0,0,0,0,0,83,6,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/06/2021,Tuesday,8,239,6,8,5,73,8,158,7,132,32,64,52,5018,54,4327,76,484,69,71,69,136,57,160,54,8,60,134,3,0,6,0,0,4,0,0,7,22,4,0,29,4,0,4,9,0,6,2,28,0,74,10,0,1,5,0,0,0,89,4,56,9,5,7,14,0,0,0,8,27,86,25,0,15,18,0,0,0,0,23,279,66,7,49,45,0,0,0,0,6,735,106,31,26,56,0,0,0,0,4,1255,160,11,25,12,0,0,0,0,0,1158,78,14,5,1,0,0,0,0,0,483,26,3,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/06/2021,Tuesday,9,216,6,4,5,68,5,144,7,71,32,69,53,5710,54,4898,75,546,70,63,69,203,58,173,58,4,68,129,4,0,0,3,2,13,0,0,0,7,4,0,26,3,0,1,6,0,0,8,32,0,104,7,3,0,6,0,0,0,8,12,54,8,0,9,13,0,0,0,14,12,77,29,0,31,3,0,0,0,9,25,303,56,4,41,46,0,0,0,0,16,863,136,18,59,79,0,0,0,0,4,1579,181,18,30,18,0,0,0,0,0,1269,90,18,15,2,0,0,0,0,0,478,25,0,4,0,0,0,0,0,0,122,8,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/06/2021,Tuesday,10,97,5,0,0,28,6,69,7,12,25,43,46,4912,54,4030,75,568,66,152,72,162,56,119,62,0,24,60,3,3,0,0,0,0,0,0,4,6,0,4,4,4,0,9,0,0,0,0,5,0,69,12,0,8,0,0,0,3,2,6,62,7,0,6,3,0,0,0,2,16,93,34,5,12,3,0,0,0,0,8,262,94,27,65,45,0,0,0,0,1,797,183,49,24,48,0,0,0,0,1,1244,155,29,34,20,0,0,0,0,0,914,56,23,4,0,0,0,0,0,4,445,23,13,0,0,0,0,0,0,0,107,0,5,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/06/2021,Tuesday,11,118,4,0,0,30,5,88,7,12,36,52,58,4599,55,3873,75,429,68,134,72,163,58,84,61,0,29,71,0,0,6,0,0,1,0,0,1,17,0,0,35,1,0,1,0,0,0,0,0,0,113,28,3,7,0,0,0,0,11,0,43,23,0,8,0,0,0,0,1,10,53,12,4,18,5,0,0,0,0,25,273,40,5,52,30,0,0,0,0,11,761,104,48,38,41,0,0,0,0,3,1152,132,38,34,8,0,0,0,0,3,841,46,29,1,0,0,0,0,0,0,408,30,7,3,0,0,0,0,0,0,146,2,0,0,0,0,0,0,0,0,37,5,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/06/2021,Tuesday,12,51,7,0,0,19,8,32,13,20,37,100,61,5028,50,4272,72,508,62,127,64,121,52,105,58,0,13,23,0,7,0,0,0,0,0,0,6,6,0,5,47,20,5,0,0,0,0,0,4,7,133,24,0,12,4,0,0,0,12,1,89,24,8,16,4,0,0,0,0,4,120,19,5,25,9,0,0,0,4,12,400,114,29,27,39,0,0,0,0,28,933,140,38,26,37,0,0,3,0,16,1244,101,25,12,12,0,0,0,0,12,767,44,8,3,0,0,0,0,0,4,387,22,8,0,0,0,0,0,0,0,125,0,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/06/2021,Tuesday,13,114,6,0,0,17,7,97,10,16,35,144,48,5828,55,5135,77,401,71,108,72,184,57,76,61,0,13,60,0,0,11,0,0,4,0,0,4,34,4,16,21,0,0,0,0,0,0,1,0,4,99,15,0,8,0,0,0,0,8,5,77,5,4,8,0,0,0,0,0,51,73,20,4,40,7,0,0,2,4,44,407,60,8,42,32,0,0,0,0,13,875,79,34,42,22,0,0,0,0,11,1236,90,35,32,15,0,0,0,0,0,1235,83,15,8,0,0,0,0,0,0,694,26,4,0,0,0,0,0,0,0,292,17,0,0,0,0,0,0,0,0,99,6,1,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/06/2021,Tuesday,14,72,5,0,0,24,5,48,10,4,45,208,47,5201,57,4545,79,376,70,128,72,152,64,80,64,0,24,36,0,4,16,0,0,0,0,0,0,8,0,0,35,6,0,0,0,0,0,0,0,0,97,10,0,0,0,0,0,0,0,36,73,11,10,8,0,0,0,4,4,83,70,16,6,14,4,0,0,0,0,69,242,49,11,40,13,0,0,0,0,14,584,67,13,46,50,0,0,0,0,2,1099,114,46,24,10,0,0,0,0,0,1204,73,34,14,3,0,0,0,0,0,670,18,4,6,0,0,0,0,0,0,329,4,4,0,0,0,0,0,0,0,106,8,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/06/2021,Tuesday,15,101,4,0,0,24,7,77,6,8,35,108,49,4913,54,4286,77,373,69,98,66,156,56,100,59,0,20,69,0,0,0,0,0,4,4,0,4,8,0,0,28,8,0,0,4,0,0,0,4,12,96,15,6,20,0,0,0,0,0,12,80,10,0,1,0,0,0,0,4,36,89,9,7,35,10,0,0,0,0,28,271,53,17,22,22,0,0,0,0,13,723,88,28,40,38,0,0,0,0,7,1107,79,25,14,22,0,0,0,0,0,984,79,7,8,0,0,0,0,0,0,592,21,5,12,0,0,0,0,0,0,254,8,3,0,0,0,0,0,0,0,54,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/06/2021,Tuesday,16,120,3,0,0,68,5,52,5,16,45,124,54,5636,54,5003,76,407,71,92,65,134,60,96,60,0,66,52,0,0,0,0,0,0,0,0,2,0,0,0,23,7,0,2,0,0,0,0,4,4,56,4,0,7,0,0,0,0,4,5,78,5,4,4,4,0,0,0,0,34,95,16,0,20,4,0,0,0,4,48,253,38,39,32,31,0,0,0,4,25,987,111,17,40,51,0,0,0,0,8,1497,111,20,13,6,0,0,0,0,0,1263,77,8,12,0,0,0,0,0,0,521,34,4,4,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,33,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/06/2021,Tuesday,17,240,5,0,0,57,6,183,7,33,27,178,47,6088,54,5401,75,507,67,95,63,85,64,97,67,0,49,155,9,0,0,3,0,0,0,0,8,21,4,0,20,16,4,4,0,0,0,3,4,0,100,4,3,3,0,0,0,4,8,36,105,4,9,1,1,0,0,0,4,74,76,16,4,4,0,0,0,0,4,56,518,82,5,13,21,0,0,0,0,12,1056,141,30,32,43,0,0,0,0,0,1503,154,25,16,28,0,0,0,0,0,1202,75,15,4,0,0,0,0,0,0,580,12,0,6,4,0,0,0,0,0,183,0,0,2,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/06/2021,Tuesday,18,121,6,3,5,32,6,86,6,16,23,156,48,5493,57,5004,76,403,69,59,71,27,69,105,64,3,29,80,6,0,1,0,0,1,0,0,3,3,0,0,24,0,0,0,0,0,0,0,3,0,61,16,1,0,7,0,0,3,6,29,66,12,0,0,8,0,0,0,1,64,52,19,1,0,0,0,0,0,0,48,407,60,6,4,17,0,0,0,0,12,1080,93,21,6,37,0,0,0,0,3,1309,107,12,11,18,0,0,0,0,0,1091,62,17,5,15,0,0,0,0,0,539,27,1,0,3,0,0,0,0,0,232,4,0,0,0,0,0,0,0,0,108,3,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/06/2021,Tuesday,19,202,5,0,0,58,7,144,8,17,51,148,63,5849,52,5468,75,291,68,60,60,30,57,91,64,0,51,126,0,0,0,0,0,0,0,0,3,10,0,3,18,0,0,0,0,0,4,0,4,0,51,4,4,3,4,0,0,4,3,6,104,4,8,4,2,0,0,0,4,31,137,20,0,4,0,0,0,4,2,33,528,55,14,8,20,0,0,0,0,35,1084,69,15,0,33,0,0,0,0,16,1512,68,16,7,32,0,0,0,0,12,1094,64,3,4,0,0,0,0,4,4,604,7,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,4,83,0,0,0,0,0,0,0,0,4,26,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/06/2021,Tuesday,20,473,7,4,5,55,11,414,6,9,36,171,51,4523,50,4279,72,181,70,29,51,34,56,130,55,4,44,384,0,4,0,0,0,0,0,0,0,17,0,4,22,4,0,0,4,0,4,9,4,4,76,0,4,5,7,0,4,4,0,15,81,4,4,3,8,0,0,0,5,36,184,8,8,5,1,0,3,0,0,71,495,27,0,6,64,0,0,0,0,29,988,38,9,7,37,0,0,0,0,8,1189,52,4,1,9,0,0,0,0,0,740,31,0,7,0,0,0,0,0,0,359,17,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/06/2021,Tuesday,21,259,6,0,0,46,7,213,11,27,36,27,55,2967,47,2853,60,78,60,3,72,33,44,96,49,0,41,165,0,0,27,4,0,1,0,0,4,21,0,0,27,0,0,1,0,0,0,5,3,0,34,0,0,0,1,0,1,6,18,1,79,1,0,7,13,0,0,4,6,6,365,16,0,12,41,0,0,12,0,12,832,19,0,12,30,0,0,0,0,8,912,13,1,0,11,0,0,0,0,0,414,13,2,0,0,0,0,0,0,0,120,12,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/06/2021,Tuesday,22,119,8,4,8,44,6,71,11,1,35,25,38,2105,46,2026,59,51,57,11,62,17,54,51,47,3,40,56,0,0,16,0,0,0,0,1,4,7,0,0,33,0,0,0,4,0,0,0,0,0,47,0,0,0,0,0,0,1,1,19,54,12,0,2,14,0,0,2,0,4,303,2,3,5,4,0,0,5,0,2,580,17,1,6,24,0,0,0,0,0,548,16,3,1,5,0,0,0,0,0,310,0,4,2,0,0,0,0,0,0,96,0,0,1,0,0,0,0,0,0,35,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/06/2021,Tuesday,23,26,3,0,0,12,5,14,5,0,0,0,0,169,11,169,55,0,0,0,0,0,0,4,58,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,36,0,0,0,3,0,0,0,0,0,33,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2021,Wednesday,5,22,8,0,0,4,15,18,9,3,25,0,0,140,19,125,37,3,25,0,0,12,35,21,41,0,0,14,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,4,3,0,36,3,0,9,0,0,0,0,0,0,30,0,0,0,8,0,0,0,0,0,19,0,0,0,13,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2021,Wednesday,6,197,7,0,0,21,9,176,11,32,31,16,50,614,42,520,54,66,48,12,64,16,45,61,44,0,17,123,0,0,0,0,0,0,0,0,0,18,8,0,18,4,0,1,3,0,4,19,4,4,26,8,3,0,0,0,0,15,12,0,47,8,1,1,11,0,0,1,8,4,81,9,0,10,37,0,0,0,0,0,173,23,0,4,6,0,0,0,0,8,95,10,4,0,4,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2021,Wednesday,7,381,5,0,0,45,6,336,7,138,27,36,41,2046,47,1811,70,151,60,18,56,66,47,134,54,0,39,275,11,0,0,0,0,0,0,0,6,50,3,4,16,7,0,17,5,0,0,7,72,0,24,8,0,7,1,0,0,4,52,8,20,6,0,4,5,0,0,0,0,20,83,8,6,4,19,0,0,0,0,4,245,30,4,5,67,0,0,0,0,0,389,46,8,9,33,0,0,0,0,0,614,41,0,20,4,0,0,0,0,0,322,1,0,0,0,0,0,0,0,0,84,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2021,Wednesday,8,315,6,1,5,106,8,208,6,131,34,96,53,6933,51,5881,71,755,66,97,61,200,57,201,56,1,80,181,4,0,13,0,0,0,0,0,19,26,4,0,65,8,4,12,1,0,7,1,34,0,114,19,0,8,3,0,0,0,66,8,63,28,0,12,20,0,0,0,14,32,186,38,10,25,16,0,0,0,5,31,668,131,31,51,92,0,0,0,4,21,1204,200,24,49,60,0,0,0,0,4,1885,217,24,28,5,0,0,0,0,0,1246,98,4,11,4,0,0,0,0,0,344,8,0,0,0,0,0,0,0,0,89,4,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2021,Wednesday,9,340,5,20,5,127,5,193,6,136,32,141,51,11146,50,9565,73,1090,63,172,65,319,50,300,57,20,127,179,5,0,3,2,0,16,3,0,0,14,0,0,73,41,4,21,11,0,0,0,40,8,166,65,0,22,17,0,0,0,88,8,65,33,11,20,4,0,0,0,0,50,225,32,7,58,9,0,0,0,0,42,837,136,22,65,90,0,0,0,3,29,2001,334,79,76,151,0,0,0,0,4,3180,314,14,29,13,0,0,0,0,0,2072,125,25,12,2,0,0,0,0,0,801,8,10,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2021,Wednesday,10,247,10,2,15,44,5,201,8,11,45,128,51,9747,51,7875,71,1272,65,288,65,312,56,240,61,0,43,140,1,0,0,21,2,4,0,2,1,55,0,0,155,38,1,13,0,0,0,6,2,0,210,30,17,0,14,0,0,0,0,18,88,44,17,7,10,0,0,0,0,32,173,56,8,78,15,0,0,0,8,59,830,233,37,75,28,0,0,0,0,19,1513,282,80,88,134,0,0,0,0,0,2538,329,71,39,33,0,0,0,0,0,1644,180,39,8,6,0,0,0,0,0,584,51,16,0,0,0,0,0,0,0,129,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2021,Wednesday,11,99,6,0,0,15,7,84,12,28,32,120,44,8642,56,7120,77,991,70,177,72,354,62,187,58,0,12,46,0,0,10,0,0,8,0,0,3,34,4,8,10,20,3,11,3,0,0,0,8,0,147,24,0,7,13,0,0,0,9,32,100,28,0,10,10,0,0,0,7,47,161,42,12,36,17,0,0,0,0,25,348,96,21,60,28,0,0,4,0,8,1279,236,30,95,97,0,0,0,0,0,2018,281,55,82,14,0,0,0,0,0,1771,181,32,32,5,0,0,0,0,0,894,49,24,13,0,0,0,0,0,0,300,30,0,0,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2021,Wednesday,12,189,5,4,5,77,6,108,5,17,19,244,68,10464,52,9032,75,925,67,203,69,304,49,184,61,4,73,108,9,0,0,0,0,8,0,0,4,0,0,0,5,3,0,39,8,0,0,0,0,0,153,30,4,24,8,0,0,0,8,16,136,26,0,29,0,0,0,0,0,28,196,45,7,36,8,0,0,0,0,31,872,166,31,76,39,0,0,0,0,63,1826,226,89,33,72,0,0,0,0,54,2359,256,40,47,49,0,0,0,0,24,1978,112,18,4,0,0,0,0,0,20,937,45,6,0,0,0,0,0,0,4,405,14,0,8,0,0,0,0,0,4,92,2,0,0,0,0,0,0,0,0,50,0,4,0,0,0,0,0,0,0,23,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2021,Wednesday,13,181,9,0,0,12,18,169,9,11,11,444,52,11301,56,9736,76,1000,70,289,72,276,61,172,61,0,0,100,4,8,5,0,0,7,0,0,8,69,7,52,85,24,0,13,2,0,4,0,0,8,209,8,24,9,10,0,0,0,0,28,119,30,8,15,0,0,0,0,0,85,130,55,8,16,10,0,0,0,0,109,835,137,31,75,58,0,0,0,0,82,1984,213,46,66,50,0,0,0,0,36,2319,243,68,19,31,0,0,0,0,24,2138,179,51,24,4,0,0,0,0,9,1178,64,21,16,7,0,0,0,0,3,545,35,12,16,0,0,0,0,0,0,140,7,20,0,0,0,0,0,0,0,48,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2021,Wednesday,14,293,5,0,0,81,7,212,7,38,48,188,57,11903,54,10443,77,951,69,256,70,253,53,228,62,0,68,178,1,0,4,0,0,20,0,0,13,27,0,0,41,20,0,12,12,0,0,4,8,0,163,36,0,24,4,0,0,3,1,16,194,43,20,24,4,0,0,0,3,27,231,32,12,28,0,0,0,0,17,64,641,73,32,20,45,0,0,0,8,65,1965,278,48,52,127,0,0,0,0,16,2857,211,73,49,24,0,0,0,0,0,2193,172,46,8,4,0,0,0,0,0,1270,61,17,11,8,0,0,0,0,0,668,9,8,5,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,48,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2021,Wednesday,15,195,7,10,5,79,7,106,9,39,27,237,55,9302,56,7930,77,936,70,229,67,207,67,165,66,10,65,76,7,0,8,0,4,0,0,0,14,26,8,0,48,0,4,1,0,0,0,0,12,0,124,8,11,11,4,0,0,0,8,20,152,33,3,4,4,0,0,0,0,73,246,55,4,30,0,0,0,4,0,58,535,120,43,35,8,0,0,0,0,58,1287,262,35,30,104,0,0,0,4,20,1814,208,67,32,37,0,0,0,0,8,2010,148,44,36,8,0,0,0,0,0,989,58,14,19,0,0,0,0,0,0,464,37,0,9,0,0,0,0,0,0,181,7,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2021,Wednesday,16,427,5,0,0,83,7,344,8,8,25,199,46,10564,50,9463,72,810,63,218,67,73,51,185,59,0,63,264,0,0,7,0,0,0,0,0,20,75,0,0,41,7,0,0,2,0,0,1,8,5,136,17,5,5,15,0,0,4,0,58,168,33,8,20,5,0,0,0,0,75,448,66,12,3,11,0,0,0,0,34,1241,170,36,23,49,0,0,0,0,27,2307,317,61,17,71,0,0,0,0,0,2387,125,53,5,27,0,0,0,0,0,1511,49,36,0,5,0,0,0,0,0,772,13,7,0,0,0,0,0,0,0,289,13,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2021,Wednesday,17,461,5,0,0,87,7,374,7,45,28,264,51,12064,55,10659,78,1072,69,205,63,128,66,157,65,0,80,312,14,0,4,8,0,0,0,0,3,58,7,0,39,8,5,4,0,0,0,3,0,0,211,28,0,4,16,0,4,1,8,27,179,28,40,0,0,0,0,0,8,121,103,44,11,0,0,0,0,0,8,64,522,149,16,19,19,0,0,0,0,42,1772,198,25,49,71,0,0,0,0,10,3040,355,80,35,20,0,0,0,0,0,2566,159,24,17,27,0,0,0,0,0,1411,77,0,0,4,0,0,0,0,0,623,18,0,0,0,0,0,0,0,0,150,0,4,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
