dia,mes,año,hora,dia_semana,interseccion,tipo_accidente,causa_accidente,lesionados,fallecidos,num_resp,num_afect
10,11,2016,8,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,3
17,7,2017,8,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
11,9,2018,8,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
28,7,2016,8,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
7,2,2016,8,Domingo,Lazaro Cardenas con Pedro Ramirez Vazquez,Estrellamiento,Otros,0,0,1,0
16,12,2015,8,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
18,1,2019,8,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
9,12,2016,8,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
10,4,2018,8,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
2,12,2015,8,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
25,2,2015,8,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
9,4,2015,8,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
19,1,2016,8,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
10,7,2018,8,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
2,10,2019,8,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
3,2,2015,8,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
5,3,2015,8,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
23,1,2018,8,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
21,11,2018,8,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
4,11,2016,8,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Estrellamiento,Otros,0,0,1,0
6,8,2018,8,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
4,8,2015,8,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,2
13,1,2015,8,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
28,8,2017,8,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
28,11,2015,8,Sábado,Lazaro Cardenas con Pedro Ramirez Vazquez,Estrellamiento,Distracción,0,0,1,1
2,11,2017,8,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
5,2,2015,8,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
4,2,2016,8,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
15,1,2018,8,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
26,9,2016,9,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,2
30,12,2016,9,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
27,7,2016,9,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
15,11,2018,9,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
21,10,2017,9,Sábado,Lazaro Cardenas con Pedro Ramirez Vazquez,Estrellamiento,NA,0,0,1,0
6,11,2018,9,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
13,2,2018,9,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
15,10,2018,9,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
16,7,2018,9,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Diverso,Otros,0,0,1,1
8,9,2017,9,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
1,12,2017,9,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
23,11,2015,9,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
31,1,2018,9,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
9,12,2016,9,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
17,2,2017,9,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
2,1,2015,9,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque de Crucero,Invadir carril,0,0,1,1
17,3,2015,9,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,Distracción,0,0,1,1
14,1,2015,9,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,2
20,7,2018,9,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
21,9,2018,9,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
30,10,2019,9,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
9,4,2015,9,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
16,2,2017,9,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
9,3,2015,9,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Estrellamiento,Distracción,0,0,1,1
30,6,2017,9,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
2,3,2016,9,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
25,9,2015,9,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
24,2,2017,9,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,2
23,7,2017,9,Domingo,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
4,10,2017,9,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
31,8,2015,9,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
10,12,2015,9,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
3,12,2015,9,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
12,12,2019,9,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
9,4,2015,9,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
12,12,2019,9,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Estrellamiento,Otros,0,0,1,1
27,2,2015,9,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Estrellamiento,Distracción,0,0,1,0
5,5,2017,9,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
22,2,2017,9,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,2
5,1,2015,9,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,2
8,1,2019,9,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
10,3,2015,9,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
3,12,2017,9,Domingo,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
15,10,2016,9,Sábado,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
27,5,2015,9,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
14,2,2019,10,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
5,7,2019,10,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque de Crucero,No respeto alto,0,0,1,1
4,10,2019,10,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
26,4,2016,10,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
8,3,2018,10,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
11,8,2015,10,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
8,4,2016,10,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Estrellamiento,Otros,0,0,1,0
27,4,2019,10,Sábado,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
2,3,2015,10,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
10,4,2018,10,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
20,3,2018,10,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
5,1,2018,10,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
23,6,2015,10,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
5,7,2016,10,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque de Reversa,Otros,0,0,1,1
12,1,2018,10,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
28,2,2015,10,Sábado,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque de Crucero,No respeto semáforo,0,0,1,1
2,10,2016,10,Domingo,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
29,1,2015,10,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
9,8,2018,10,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
2,10,2017,10,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
17,12,2019,10,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
6,5,2019,10,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
16,6,2015,10,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
19,8,2016,10,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
9,3,2015,10,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque de Crucero,No respeto alto,1,0,1,1
21,7,2017,10,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
14,7,2015,10,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
20,7,2017,10,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque de Crucero,Otros,0,0,1,1
10,1,2019,11,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
1,6,2015,11,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
8,2,2015,11,Domingo,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
12,12,2019,11,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Estrellamiento,Distracción,0,0,1,1
17,4,2019,11,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
2,3,2016,11,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
13,12,2019,11,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
21,12,2015,11,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
26,8,2015,11,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
16,11,2016,11,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
26,11,2016,11,Sábado,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
21,10,2017,11,Sábado,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
3,4,2017,11,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
23,2,2015,11,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
26,9,2018,11,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
23,2,2015,11,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
4,8,2017,11,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
23,2,2015,11,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
26,3,2017,12,Domingo,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
8,3,2016,12,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
7,1,2019,12,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque de Crucero,No respeto alto,0,0,1,1
10,12,2015,12,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
26,9,2018,12,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
14,10,2019,12,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,3
25,10,2015,12,Domingo,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque de Crucero,No respeto semáforo,0,0,1,1
26,1,2017,12,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
2,8,2017,12,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Estrellamiento,Otros,0,0,1,1
9,6,2015,12,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Estrellamiento,Otros,0,0,1,1
21,1,2017,12,Sábado,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
20,5,2016,12,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
7,9,2019,12,Sábado,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Diverso,Otros,0,0,1,1
4,1,2016,12,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,NA,Otros,0,0,1,1
26,1,2017,12,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Estrellamiento,Distracción,0,0,1,1
10,2,2017,12,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
24,10,2017,12,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
23,7,2019,12,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,2
30,1,2018,12,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
21,8,2019,12,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
15,1,2019,12,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
8,2,2015,13,Domingo,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
24,10,2017,13,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
23,4,2018,13,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
26,2,2015,13,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Estrellamiento,Distracción,0,0,1,1
9,11,2017,13,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,2
14,11,2019,13,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
29,7,2017,13,Sábado,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
17,9,2015,13,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
16,6,2016,13,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
28,1,2019,13,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
27,8,2015,13,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,2
2,8,2019,13,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
19,2,2015,13,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
1,12,2016,13,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
24,7,2017,13,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
17,5,2019,13,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
3,7,2015,13,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
13,11,2015,13,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
1,11,2018,13,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
12,4,2018,13,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
27,1,2015,13,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
26,1,2016,13,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,2
29,10,2015,13,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,Otros,0,0,1,1
16,9,2017,13,Sábado,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
27,5,2019,13,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
30,6,2018,13,Sábado,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
5,9,2015,13,Sábado,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
17,6,2019,13,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Atropello,Distracción,0,0,1,0
13,12,2018,13,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Diverso,Otros,0,0,1,1
16,3,2016,13,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
23,2,2016,13,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
7,11,2015,13,Sábado,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
9,2,2016,13,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
6,8,2017,14,Domingo,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,3
5,3,2019,14,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
12,1,2017,14,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
29,10,2017,14,Domingo,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque de Crucero,No respeto semáforo,0,0,1,1
26,6,2015,14,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
2,2,2017,14,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
20,1,2015,14,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
9,11,2017,14,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
17,9,2019,14,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Diverso,Distracción,0,0,1,1
20,8,2019,14,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
21,1,2019,14,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
29,10,2015,14,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
9,11,2017,14,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
12,12,2018,14,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
9,5,2019,14,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
4,3,2017,14,Sábado,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
13,3,2019,14,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Volcadura,Otros,0,0,1,0
17,4,2018,14,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
9,2,2018,15,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Estrellamiento,Distracción,0,0,1,0
22,12,2015,15,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Atropello,Distracción,1,0,1,0
31,12,2015,15,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Estrellamiento,Distracción,0,0,1,1
5,2,2017,15,Domingo,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
9,4,2019,15,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
13,1,2016,15,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Estrellamiento,Distracción,0,0,1,1
19,2,2019,15,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
17,11,2018,15,Sábado,Lazaro Cardenas con Pedro Ramirez Vazquez,Estrellamiento,Viro indevidamente,0,0,1,1
2,3,2015,15,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,1,0,1,1
20,5,2016,15,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
18,12,2017,15,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
24,10,2015,15,Sábado,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
13,8,2017,15,Domingo,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
8,11,2016,15,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Estrellamiento,Otros,0,0,1,0
5,4,2019,15,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
14,10,2019,15,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
1,9,2017,15,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
28,12,2018,15,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
29,12,2019,15,Domingo,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
23,11,2018,15,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
30,6,2017,15,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
13,11,2015,15,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,2
21,2,2017,15,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Diverso,Distracción,0,0,1,1
21,3,2015,15,Sábado,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
24,1,2017,16,Martes,Lazaro Cardenas con Pedro Ramirez Vazquez,Estrellamiento,Distracción,0,0,1,0
31,5,2015,16,Domingo,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
27,7,2015,16,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
17,7,2017,16,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
12,10,2017,16,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
11,10,2017,16,Miércoles,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
13,11,2017,16,Lunes,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
11,9,2015,16,Viernes,Lazaro Cardenas con Pedro Ramirez Vazquez,Choque Lateral,Invadir carril,0,0,1,1
29,6,2017,16,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,2
29,6,2017,16,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
29,6,2017,16,Jueves,Lazaro Cardenas con Pedro Ramirez Vazquez,Alcance,No guardo distancia,0,0,1,1
