dia,mes,año,hora,dia_semana,interseccion,tipo_accidente,causa_accidente,lesionados,fallecidos,num_resp,num_afect
1,1,2017,9,Domingo,Alfonso Reyes con A. Lopez Mateos,Choque de Crucero,No respeto alto,0,0,1,1
28,1,2017,9,Sábado,Alfonso Reyes con A. Lopez Mateos,Alcance,No guardo distancia,0,0,1,1
10,7,2017,9,Lunes,Alfonso Reyes con A. Lopez Mateos,Alcance,No guardo distancia,0,0,1,1
19,4,2018,13,Jueves,Alfonso Reyes con A. Lopez Mateos,Choque de Crucero,No respeto alto,0,0,1,1
14,10,2019,13,Lunes,Alfonso Reyes con A. Lopez Mateos,Alcance,No guardo distancia,0,0,1,3
6,6,2017,14,Martes,Alfonso Reyes con A. Lopez Mateos,Alcance,No guardo distancia,0,0,1,1
26,2,2016,15,Viernes,Alfonso Reyes con A. Lopez Mateos,Choque de Crucero,No respeto alto,0,0,1,1
11,4,2019,16,Jueves,Alfonso Reyes con A. Lopez Mateos,Alcance,No guardo distancia,0,0,1,1
1,10,2019,16,Martes,Alfonso Reyes con A. Lopez Mateos,Alcance,No guardo distancia,0,0,1,1
16,5,2017,17,Martes,Alfonso Reyes con A. Lopez Mateos,Choque de Crucero,No respeto semáforo,0,0,1,1
11,12,2015,18,Viernes,Alfonso Reyes con A. Lopez Mateos,Alcance,No guardo distancia,0,0,1,1
16,4,2015,18,Jueves,Alfonso Reyes con A. Lopez Mateos,Alcance,No guardo distancia,0,0,1,1
22,10,2019,18,Martes,Alfonso Reyes con A. Lopez Mateos,Alcance,No guardo distancia,0,0,1,1
22,4,2015,19,Miércoles,Alfonso Reyes con A. Lopez Mateos,Alcance,No guardo distancia,0,0,1,1
24,3,2017,20,Viernes,Alfonso Reyes con A. Lopez Mateos,Alcance,No guardo distancia,0,0,1,2
25,9,2019,21,Miércoles,Alfonso Reyes con A. Lopez Mateos,Alcance,No guardo distancia,0,0,1,1
14,11,2018,21,Miércoles,Alfonso Reyes con A. Lopez Mateos,Choque de Crucero,Otros,0,0,1,1
7,3,2020,13,Sábado,Alfonso Reyes con A. Lopez Mateos,Atropello,Otros,0,0,1,0
12,2,2020,17,Miércoles,Alfonso Reyes con A. Lopez Mateos,Alcance,No guardo distancia,0,0,1,1
20,4,2016,12,Miércoles,Alfonso Reyes con A. Lopez Mateos,Choque de Crucero,No respeto alto,0,0,1,1
27,5,2016,15,Viernes,Alfonso Reyes con A. Siller,Alcance,No guardo distancia,0,0,1,1
9,9,2018,0,Domingo,Alfonso Reyes con Alfonso Reyes,Choque Diverso,Otros,0,0,0,1
7,3,2015,0,Sábado,Alfonso Reyes con Alfonso Reyes,Choque Diverso,Otros,0,0,0,1
21,8,2016,0,Domingo,Alfonso Reyes con Alfonso Reyes,Choque Diverso,Otros,0,0,0,1
12,8,2017,3,Sábado,Alfonso Reyes con Alfonso Reyes,Choque Diverso,Distracción,0,0,0,1
25,12,2016,4,Domingo,Alfonso Reyes con Alfonso Reyes,Choque Diverso,Otros,0,0,0,1
9,8,2016,7,Martes,Alfonso Reyes con Alfonso Reyes,Choque Lateral,Invadir carril,0,0,1,1
8,10,2016,7,Sábado,Alfonso Reyes con Alfonso Reyes,Choque Diverso,Otros,0,0,0,1
20,12,2017,10,Miércoles,Alfonso Reyes con Alfonso Reyes,Choque Lateral,Invadir carril,0,0,1,1
22,3,2018,11,Jueves,Alfonso Reyes con Alfonso Reyes,Choque Diverso,Otros,0,0,0,1
26,3,2017,11,Domingo,Alfonso Reyes con Alfonso Reyes,Choque Diverso,Otros,0,0,0,1
6,6,2017,13,Martes,Alfonso Reyes con Alfonso Reyes,Choque Diverso,Otros,0,0,0,1
18,4,2018,13,Miércoles,Alfonso Reyes con Alfonso Reyes,Alcance,No guardo distancia,0,0,0,0
23,12,2016,13,Viernes,Alfonso Reyes con Alfonso Reyes,Choque Diverso,Otros,0,0,0,1
7,8,2018,15,Martes,Alfonso Reyes con Alfonso Reyes,Alcance,No guardo distancia,0,0,1,1
13,3,2017,16,Lunes,Alfonso Reyes con Alfonso Reyes,Alcance,Distracción,0,0,0,2
6,1,2015,16,Martes,Alfonso Reyes con Alfonso Reyes,Choque Diverso,Otros,0,0,0,1
3,12,2018,17,Lunes,Alfonso Reyes con Alfonso Reyes,Choque Diverso,Otros,0,0,0,1
25,8,2015,18,Martes,Alfonso Reyes con Alfonso Reyes,Choque Diverso,Otros,0,0,0,1
17,12,2015,18,Jueves,Alfonso Reyes con Alfonso Reyes,Choque Diverso,NA,0,0,0,1
17,11,2018,19,Sábado,Alfonso Reyes con Alfonso Reyes,Choque Diverso,Otros,0,0,0,1
13,9,2016,21,Martes,Alfonso Reyes con Alfonso Reyes,Choque Diverso,Otros,0,0,0,1
6,9,2017,22,Miércoles,Alfonso Reyes con Alfonso Reyes,Choque Diverso,Otros,0,0,0,1
3,8,2020,19,Lunes,Alfonso Reyes con Alfonso Reyes,Choque Diverso,Mal Estacionado,0,0,1,1
6,10,2017,7,Viernes,Alfonso Reyes con Altamirano,Alcance,No guardo distancia,0,0,1,1
29,1,2016,7,Viernes,Alfonso Reyes con Altamirano,Choque Lateral,Distracción,0,0,1,1
30,1,2015,9,Viernes,Alfonso Reyes con Altamirano,Estrellamiento,Viro indevidamente,0,0,1,0
15,1,2015,12,Jueves,Alfonso Reyes con Altamirano,Alcance,No guardo distancia,0,0,1,1
18,4,2015,7,Sábado,Alfonso Reyes con Altamirano,Estrellamiento,Viro indevidamente,0,0,1,1
17,9,2018,7,Lunes,Alfonso Reyes con Altamirano,Choque Lateral,Invadir carril,0,0,1,1
27,9,2018,8,Jueves,Alfonso Reyes con Altamirano,Alcance,No guardo distancia,0,0,1,1
27,9,2018,8,Jueves,Alfonso Reyes con Altamirano,Choque Lateral,Invadir carril,0,0,1,1
23,10,2015,8,Viernes,Alfonso Reyes con Altamirano,Alcance,No guardo distancia,0,0,1,1
9,8,2017,8,Miércoles,Alfonso Reyes con Altamirano,Alcance,No guardo distancia,0,0,1,1
7,3,2019,9,Jueves,Alfonso Reyes con Altamirano,Choque Lateral,Invadir carril,0,0,1,1
6,4,2018,9,Viernes,Alfonso Reyes con Altamirano,Choque Diverso,Otros,0,0,1,1
24,3,2018,12,Sábado,Alfonso Reyes con Altamirano,Choque Lateral,Invadir carril,0,0,1,1
29,12,2018,12,Sábado,Alfonso Reyes con Altamirano,Alcance,No guardo distancia,0,0,1,1
15,1,2015,12,Jueves,Alfonso Reyes con Altamirano,Alcance,No guardo distancia,0,0,1,1
7,9,2016,13,Miércoles,Alfonso Reyes con Altamirano,Alcance,No guardo distancia,0,0,1,1
4,10,2017,14,Miércoles,Alfonso Reyes con Altamirano,Alcance,No guardo distancia,0,0,2,0
24,5,2015,14,Domingo,Alfonso Reyes con Altamirano,Alcance,No guardo distancia,0,0,1,1
8,8,2016,15,Lunes,Alfonso Reyes con Altamirano,Alcance,No guardo distancia,0,0,1,1
28,8,2017,15,Lunes,Alfonso Reyes con Altamirano,Choque Diverso,Otros,0,0,1,1
6,12,2017,15,Miércoles,Alfonso Reyes con Altamirano,Choque Lateral,Invadir carril,0,0,1,1
10,3,2016,16,Jueves,Alfonso Reyes con Altamirano,Estrellamiento,Otros,0,0,1,1
13,3,2018,16,Martes,Alfonso Reyes con Altamirano,Alcance,No guardo distancia,0,0,1,1
23,5,2017,16,Martes,Alfonso Reyes con Altamirano,Choque Lateral,Invadir carril,0,0,1,1
15,9,2015,17,Martes,Alfonso Reyes con Altamirano,Alcance,No guardo distancia,0,0,1,1
28,9,2015,17,Lunes,Alfonso Reyes con Altamirano,Choque de Reversa,Distracción,0,0,1,1
22,3,2017,17,Miércoles,Alfonso Reyes con Altamirano,Choque Lateral,Otros,0,0,1,1
10,1,2017,17,Martes,Alfonso Reyes con Altamirano,Estrellamiento,Otros,0,0,1,1
24,1,2018,17,Miércoles,Alfonso Reyes con Altamirano,Choque Lateral,Invadir carril,0,0,1,1
30,11,2016,18,Miércoles,Alfonso Reyes con Altamirano,Alcance,No guardo distancia,0,0,1,1
16,11,2017,18,Jueves,Alfonso Reyes con Altamirano,Choque Lateral,Invadir carril,0,0,1,1
17,12,2015,18,Jueves,Alfonso Reyes con Altamirano,Alcance,No guardo distancia,0,0,1,1
7,1,2015,20,Miércoles,Alfonso Reyes con Altamirano,Alcance,No guardo distancia,0,0,1,1
10,9,2015,20,Jueves,Alfonso Reyes con Altamirano,Choque Diverso,Otros,0,0,1,1
28,11,2020,14,Sábado,Alfonso Reyes con Av De La Sierra,Estrellamiento,Otros,0,0,1,0
27,2,2018,11,Martes,Alfonso Reyes con Barranca,Choque Lateral,Invadir carril,0,0,1,1
15,6,2015,13,Lunes,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,1
26,10,2018,15,Viernes,Alfonso Reyes con Barranca,Choque de Frente,Otros,0,0,1,1
3,6,2018,4,Domingo,Alfonso Reyes con Barranca,Estrellamiento,Estado alcohólico,0,0,1,0
28,9,2017,7,Jueves,Alfonso Reyes con Barranca,Estrellamiento,Otros,0,0,1,0
15,5,2018,8,Martes,Alfonso Reyes con Barranca,Estrellamiento,Distracción,0,0,1,0
3,10,2018,9,Miércoles,Alfonso Reyes con Barranca,Choque Lateral,No guardo distancia,0,0,1,1
16,3,2018,9,Viernes,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,1
4,2,2015,9,Miércoles,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,1
21,2,2015,10,Sábado,Alfonso Reyes con Barranca,Choque de Crucero,Invadir carril,0,0,1,1
12,2,2015,10,Jueves,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,1
23,3,2016,11,Miércoles,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,1
8,12,2016,13,Jueves,Alfonso Reyes con Barranca,Choque Lateral,Invadir carril,0,0,1,1
15,5,2015,13,Viernes,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,2
4,6,2015,13,Jueves,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,1
9,3,2018,14,Viernes,Alfonso Reyes con Barranca,Choque Lateral,Viro indevidamente,0,0,1,1
27,2,2018,14,Martes,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,1
4,2,2019,15,Lunes,Alfonso Reyes con Barranca,Choque de Crucero,No respeto alto,0,0,1,1
20,10,2015,15,Martes,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,1
24,10,2015,15,Sábado,Alfonso Reyes con Barranca,Choque Lateral,Invadir carril,0,0,1,1
24,5,2017,15,Miércoles,Alfonso Reyes con Barranca,NA,NA,0,0,1,1
28,10,2016,16,Viernes,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,1
14,7,2017,16,Viernes,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,1
20,1,2016,16,Miércoles,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,2
19,12,2017,17,Martes,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,1
16,12,2015,17,Miércoles,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,2
19,12,2017,17,Martes,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,1
30,7,2017,18,Domingo,Alfonso Reyes con Barranca,Choque Lateral,Invadir carril,0,0,1,1
8,11,2017,18,Miércoles,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,2
4,5,2018,18,Viernes,Alfonso Reyes con Barranca,Choque de Crucero,No respeto alto,0,0,1,1
17,11,2015,18,Martes,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,2
3,4,2018,18,Martes,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,1
27,4,2015,18,Lunes,Alfonso Reyes con Barranca,Estrellamiento,Viro indevidamente,0,0,1,1
30,1,2018,18,Martes,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,1
22,12,2016,18,Jueves,Alfonso Reyes con Barranca,Estrellamiento,Distracción,0,0,1,1
27,1,2016,18,Miércoles,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,1
13,3,2018,19,Martes,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,1
19,1,2016,19,Martes,Alfonso Reyes con Barranca,Choque Lateral,Invadir carril,0,0,1,1
14,12,2015,19,Lunes,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,1
5,9,2017,19,Martes,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,1
16,6,2015,19,Martes,Alfonso Reyes con Barranca,Choque de Crucero,Invadir carril,0,0,1,1
4,10,2017,20,Miércoles,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,1
21,4,2016,20,Jueves,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,1
13,4,2018,21,Viernes,Alfonso Reyes con Barranca,Estrellamiento,Otros,0,0,1,0
24,11,2020,13,Martes,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,1
24,12,2020,13,Jueves,Alfonso Reyes con Barranca,Alcance,No guardo distancia,0,0,1,1
30,5,2019,17,Jueves,Alfonso Reyes con Batallon De San Patricio,Choque Lateral,Invadir carril,0,0,1,1
22,11,2016,7,Martes,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
28,2,2015,12,Sábado,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
18,2,2015,14,Miércoles,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
8,10,2017,15,Domingo,Alfonso Reyes con Benito Juarez,Choque Lateral,Invadir carril,0,0,1,1
9,4,2016,15,Sábado,Alfonso Reyes con Benito Juarez,Choque de Crucero,Viro indevidamente,0,0,1,1
3,6,2019,17,Lunes,Alfonso Reyes con Benito Juarez,Choque Lateral,Invadir carril,0,0,1,1
11,10,2019,20,Viernes,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
10,4,2020,12,Viernes,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
21,12,2016,0,Miércoles,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
1,7,2016,0,Viernes,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
6,8,2015,1,Jueves,Alfonso Reyes con Benito Juarez,Choque Diverso,Otros,0,0,1,0
21,10,2016,6,Viernes,Alfonso Reyes con Benito Juarez,Estrellamiento,Otros,0,0,1,2
18,5,2018,7,Viernes,Alfonso Reyes con Benito Juarez,Choque de Crucero,Otros,0,0,1,1
29,8,2018,7,Miércoles,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
30,3,2017,7,Jueves,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,2,1
2,11,2018,7,Viernes,Alfonso Reyes con Benito Juarez,Choque Lateral,Invadir carril,0,0,1,1
9,10,2018,7,Martes,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
1,3,2017,7,Miércoles,Alfonso Reyes con Benito Juarez,Estrellamiento,Otros,0,0,1,1
30,8,2016,8,Martes,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
9,10,2018,8,Martes,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
1,6,2016,8,Miércoles,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
14,11,2018,8,Miércoles,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
8,9,2018,8,Sábado,Alfonso Reyes con Benito Juarez,Estrellamiento,Otros,0,0,1,2
13,7,2015,8,Lunes,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
2,3,2018,9,Viernes,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
20,11,2016,9,Domingo,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
1,3,2017,9,Miércoles,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
25,7,2015,9,Sábado,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
12,8,2015,10,Miércoles,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
1,5,2015,10,Viernes,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
9,4,2015,10,Jueves,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
30,4,2015,10,Jueves,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
11,8,2019,10,Domingo,Alfonso Reyes con Benito Juarez,Choque Diverso,Distracción,0,0,1,1
8,7,2015,10,Miércoles,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
28,11,2017,11,Martes,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
10,1,2017,11,Martes,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
1,3,2017,11,Miércoles,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
19,2,2018,12,Lunes,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
2,11,2019,12,Sábado,Alfonso Reyes con Benito Juarez,Choque Lateral,Invadir carril,0,0,1,1
21,2,2015,12,Sábado,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,0
9,3,2015,12,Lunes,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
31,1,2017,12,Martes,Alfonso Reyes con Benito Juarez,Choque de Crucero,No guardo distancia,0,0,1,1
8,4,2019,13,Lunes,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
31,7,2015,13,Viernes,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
17,11,2017,14,Viernes,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
20,10,2017,14,Viernes,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
25,1,2018,14,Jueves,Alfonso Reyes con Benito Juarez,Alcance,Distracción,0,0,1,1
23,7,2015,15,Jueves,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
27,1,2016,15,Miércoles,Alfonso Reyes con Benito Juarez,Choque Lateral,Invadir carril,0,0,1,1
25,5,2017,15,Jueves,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
11,4,2018,16,Miércoles,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
19,9,2019,16,Jueves,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
21,7,2015,16,Martes,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,2
20,5,2015,16,Miércoles,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
3,8,2015,16,Lunes,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
8,10,2019,17,Martes,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
10,1,2017,17,Martes,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
28,2,2017,17,Martes,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
2,6,2016,17,Jueves,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
22,7,2015,17,Miércoles,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
18,3,2015,18,Miércoles,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
12,10,2016,18,Miércoles,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
16,6,2015,19,Martes,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
19,9,2018,19,Miércoles,Alfonso Reyes con Benito Juarez,Choque Lateral,Invadir carril,0,0,1,2
17,8,2018,20,Viernes,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
30,1,2017,20,Lunes,Alfonso Reyes con Benito Juarez,Estrellamiento,Distracción,0,0,1,1
21,11,2017,21,Martes,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
7,2,2020,11,Viernes,Alfonso Reyes con Benito Juarez,Alcance,No guardo distancia,0,0,1,1
4,3,2020,11,Miércoles,Alfonso Reyes con Benito Juarez,Choque de Crucero,No respeto semáforo,0,0,1,1
7,12,2020,18,Lunes,Alfonso Reyes con Benito Juarez,Choque Lateral,Invadir carril,0,0,1,1
27,5,2016,2,Viernes,Alfonso Reyes con Bos. De Viena,NA,Estado alcohólico,0,0,1,0
8,7,2015,16,Miércoles,Alfonso Reyes con Bosque,Choque Diverso,Distracción,0,0,1,1
19,10,2018,2,Viernes,Alfonso Reyes con Bosque,Estrellamiento,Otros,0,0,1,0
25,6,2016,3,Sábado,Alfonso Reyes con Bosque,Estrellamiento,Otros,0,0,1,0
5,3,2015,9,Jueves,Alfonso Reyes con Bosque,Choque Lateral,Invadir carril,0,0,1,1
20,5,2016,9,Viernes,Alfonso Reyes con Bosque,Estrellamiento,Distracción,0,0,1,0
3,12,2015,13,Jueves,Alfonso Reyes con Bosque,Alcance,No guardo distancia,0,0,1,1
2,3,2015,13,Lunes,Alfonso Reyes con Bosque,Estrellamiento,Distracción,0,0,1,0
15,11,2015,14,Domingo,Alfonso Reyes con Bosque,Estrellamiento,Distracción,0,0,1,0
7,11,2015,15,Sábado,Alfonso Reyes con Bosque,Choque Lateral,Otros,0,0,1,0
16,1,2018,15,Martes,Alfonso Reyes con Bosque,Estrellamiento,Otros,0,0,1,0
7,1,2015,17,Miércoles,Alfonso Reyes con Bosque,Estrellamiento,Otros,0,0,1,0
7,10,2015,17,Miércoles,Alfonso Reyes con Bosque,Choque Lateral,Invadir carril,0,0,1,1
28,4,2015,18,Martes,Alfonso Reyes con Bosque,Alcance,No guardo distancia,0,0,1,1
24,8,2018,18,Viernes,Alfonso Reyes con Bosque,Choque Lateral,Invadir carril,0,0,1,1
30,11,2016,19,Miércoles,Alfonso Reyes con Bosque,Alcance,No guardo distancia,0,0,1,1
30,11,2017,20,Jueves,Alfonso Reyes con Bosque,Alcance,No guardo distancia,0,0,1,4
13,6,2017,21,Martes,Alfonso Reyes con Bosque,Volcadura,Otros,0,0,1,0
1,11,2020,8,Domingo,Alfonso Reyes con Bosques De Cuernavaca,NA,NA,0,0,1,0
9,6,2017,6,Viernes,Alfonso Reyes con Bosques De Cuernavaca,Estrellamiento,Distracción,0,0,1,0
4,3,2019,8,Lunes,Alfonso Reyes con Bosques De Cuernavaca,Estrellamiento,Otros,0,0,1,0
4,6,2015,13,Jueves,Alfonso Reyes con Bosques De Cuernavaca,Alcance,No guardo distancia,2,0,1,1
14,11,2015,7,Sábado,Alfonso Reyes con Bosques De Pirineos,Choque Diverso,Otros,0,0,1,0
8,12,2016,15,Jueves,Alfonso Reyes con Bosques De Pirineos,Choque Lateral,Invadir carril,0,0,1,1
1,3,2020,0,Domingo,Alfonso Reyes con Bosques De Pirineos,Estrellamiento,Viro indevidamente,0,0,1,0
11,2,2019,2,Lunes,Alfonso Reyes con Bosques De Pirineos,Estrellamiento,Otros,0,0,1,0
21,1,2018,2,Domingo,Alfonso Reyes con Bosques De Pirineos,Estrellamiento,Otros,0,0,1,0
2,12,2017,3,Sábado,Alfonso Reyes con Bosques De Pirineos,Estrellamiento,Otros,0,0,1,0
30,8,2015,4,Domingo,Alfonso Reyes con Bosques De Pirineos,Estrellamiento,Viro indevidamente,0,0,1,0
29,11,2015,7,Domingo,Alfonso Reyes con Bosques De Pirineos,Estrellamiento,Otros,0,0,1,0
15,3,2018,7,Jueves,Alfonso Reyes con Bosques De Pirineos,Estrellamiento,Otros,0,0,1,0
27,6,2016,8,Lunes,Alfonso Reyes con Bosques De Pirineos,Estrellamiento,Otros,0,0,1,0
22,10,2019,8,Martes,Alfonso Reyes con Bosques De Pirineos,Choque Lateral,Invadir carril,0,0,1,1
7,10,2016,11,Viernes,Alfonso Reyes con Bosques De Pirineos,Estrellamiento,Otros,0,0,1,0
29,5,2018,14,Martes,Alfonso Reyes con Bosques De Pirineos,Choque Lateral,Invadir carril,0,0,1,1
26,12,2016,15,Lunes,Alfonso Reyes con Bosques De Pirineos,Alcance,No guardo distancia,0,0,1,1
31,8,2018,18,Viernes,Alfonso Reyes con Bosques De Pirineos,Alcance,No guardo distancia,0,0,1,1
31,8,2018,18,Viernes,Alfonso Reyes con Bosques De Pirineos,Alcance,No guardo distancia,0,0,1,1
4,12,2015,3,Viernes,Alfonso Reyes con Bosques De Tahiti,Estrellamiento,Otros,0,0,1,0
22,12,2017,9,Viernes,Alfonso Reyes con Bosques De Tahiti,Alcance,No guardo distancia,0,0,1,1
30,1,2016,11,Sábado,Alfonso Reyes con Bosques De Tahiti,Alcance,No guardo distancia,0,0,1,1
26,3,2017,12,Domingo,Alfonso Reyes con Bosques De Tahiti,Alcance,No guardo distancia,0,0,1,1
21,8,2017,15,Lunes,Alfonso Reyes con Bosques De Tahiti,Estrellamiento,Otros,0,0,1,1
22,12,2019,15,Domingo,Alfonso Reyes con Bosques De Tahiti,Choque Lateral,Invadir carril,0,0,1,1
21,5,2019,17,Martes,Alfonso Reyes con Bosques De Tahiti,Alcance,No guardo distancia,0,0,1,1
6,12,2017,17,Miércoles,Alfonso Reyes con Bosques De Tahiti,Alcance,No guardo distancia,0,0,1,1
16,3,2018,19,Viernes,Alfonso Reyes con Bosques De Tahiti,Alcance,No guardo distancia,0,0,1,1
8,12,2016,20,Jueves,Alfonso Reyes con Bosques De Tahiti,Alcance,No guardo distancia,0,0,1,1
27,10,2018,20,Sábado,Alfonso Reyes con Bosques De Tahiti,Choque de Crucero,No respeto alto,0,0,1,1
26,9,2018,21,Miércoles,Alfonso Reyes con Bosques De Tahiti,Choque Lateral,Invadir carril,0,0,1,1
20,6,2016,21,Lunes,Alfonso Reyes con Bosques De Tahiti,Choque de Frente,Invadir carril,0,0,1,1
22,8,2020,6,Sábado,Alfonso Reyes con Bosques De Tahiti,Estrellamiento,Distracción,0,0,1,0
18,12,2020,15,Viernes,Alfonso Reyes con Bosques De Tahiti,Alcance,No guardo distancia,0,0,1,1
10,4,2018,14,Martes,Alfonso Reyes con Bosques De Viena,Choque Lateral,Invadir carril,0,0,1,1
12,4,2016,16,Martes,Alfonso Reyes con Bosques De Viena,Alcance,No guardo distancia,0,0,1,1
20,4,2017,3,Jueves,Alfonso Reyes con Bosques De Viena,Estrellamiento,Otros,0,0,1,0
15,3,2018,8,Jueves,Alfonso Reyes con Bosques De Viena,Alcance,No guardo distancia,0,0,1,1
22,3,2018,15,Jueves,Alfonso Reyes con Bosques De Viena,Choque Diverso,Distracción,0,0,1,0
9,3,2015,17,Lunes,Alfonso Reyes con Bosques De Viena,Alcance,No guardo distancia,0,0,1,1
23,1,2015,19,Viernes,Alfonso Reyes con Bosques De Viena,Choque Lateral,Invadir carril,0,0,1,1
6,8,2017,19,Domingo,Alfonso Reyes con Bosques De Viena,Estrellamiento,Distracción,0,0,1,1
18,5,2020,15,Lunes,Alfonso Reyes con Bosques De Viena,Estrellamiento,Otros,0,0,1,0
27,2,2017,10,Lunes,Alfonso Reyes con Bosques Del Olivo,Estrellamiento,NA,0,0,1,1
